Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,City,Gender,Country,Clicked on Ad
68.72,27,66861.67,225.97,New Taylorburgh,Female,Austria,0
63.11,34,63107.88,254.94,Port Karenfurt,Male,Micronesia,0
49.21,46,49206.4,115.6,Carterland,Female,Mexico,1
55.77,49,55942.04,117.33,East Shawn,Male,Chile,1
44.13,40,33601.84,128.48,West Derekmouth,Male,Cuba,1
57.82,46,48867.36,107.56,Brandiland,Male,Belarus,1
72.46,40,56683.32,113.53,Cervantesshire,Female,Malawi,1
61.88,45,38260.89,108.18,North Debrashire,Female,Afghanistan,1
79.51,,34942.26,125.11,North Charlesbury,Male,Brunei Darussalam,1
78.24,23,54106.21,199.29,Deannaville,Female,Luxembourg,0
74.61,38,71055.22,231.28,East Christopher,Male,South Africa,0
89.18,37,46403.18,224.01,Rickymouth,Male,Nepal,0
44.16,42,61690.93,133.42,Port Dennis,Male,Spain,1
55.74,37,26130.93,124.34,Lake Michelle,Male,Hong Kong,1
88.82,36,58638.75,169.1,East Johnport,Female,Slovakia (Slovak Republic),0
70.39,32,47357.39,261.52,Sabrinaview,Male,Cayman Islands,0
59.05,52,50086.17,118.45,Kristinfurt,Male,Uganda,1
78.58,33,51772.58,250.11,Chapmanland,Male,Vanuatu,0
35.11,35,47638.3,158.03,North Jonathan,Male,Anguilla,1
60.39,45,38987.42,108.25,Port Christina,Male,Switzerland,1
81.56,26,51363.16,213.7,Juanport,Male,Zimbabwe,0
75.03,34,35764.49,255.57,East Mike,Female,Uruguay,1
50.87,24,62939.5,190.41,North Angelatown,Female,Liberia,1
82.8,30,58776.67,223.2,West Steven,Male,Egypt,0
78.51,25,59106.12,205.71,Riggsstad,Male,Greece,0
37.65,51,50457.01,161.29,Davidview,Male,Bahrain,1
83.17,43,54251.78,244.4,Port Kevinborough,Male,Sri Lanka,0
91.37,45,51920.49,182.65,Lawsonshire,Male,Kazakhstan,1
68.25,29,70324.8,220.08,Wagnerchester,Female,Greenland,0
81.32,25,52416.18,165.65,Daisymouth,Female,Moldova,0
76.64,39,66217.31,241.5,North Daniel,Male,Poland,0
74.06,50,60938.73,246.29,Port Jacquelinestad,Male,Anguilla,0
39.53,33,40243.82,142.21,New Teresa,Male,Central African Republic,1
86.58,32,60151.77,195.93,Henryfort,Male,Mexico,0
90.75,40,45945.88,216.5,Lake Joseph,Female,Togo,0
67.71,25,63430.33,225.76,Daviesborough,Male,Armenia,0
82.41,36,65882.81,222.08,North Brandon,Female,Nicaragua,0
45.82,27,64410.8,171.24,Adamside,Male,Eritrea,1
76.79,27,55677.12,235.94,Wademouth,Female,Canada,0
70.05,33,75560.65,203.44,North Raymond,Female,Croatia,0
72.19,32,61067.58,250.32,Randolphport,Male,Switzerland,0
77.35,34,72330.57,167.26,East Troyhaven,Female,Yemen,0
40.34,29,32549.95,173.75,Clarkborough,Female,Tokelau,1
67.39,44,51257.26,107.19,Josephberg,Female,Armenia,1
68.68,34,77220.42,187.03,Lake Jenniferton,Male,Equatorial Guinea,0
81.75,43,52520.75,249.45,Lake Jose,Female,Barbados,0
66.03,22,59422.47,217.37,Ashleymouth,Female,American Samoa,0
47.74,33,22456.04,154.93,Henryland,Male,Saint Lucia,1
79.18,31,58443.99,236.96,Lake Danielle,Female,Algeria,0
86.81,29,50820.74,199.62,Joshuaburgh,Male,Turkmenistan,0
41.53,42,67575.12,158.81,South Jeanneport,Female,Mayotte,1
70.92,39,66522.79,249.81,New Nathan,Male,South Africa,0
46.84,45,34903.67,123.22,Jonesshire,Female,Macao,1
44.4,53,43073.78,140.95,Mariahview,Male,France,1
52.17,44,57594.7,115.37,New Julianberg,Male,Equatorial Guinea,1
81.45,31,66027.31,205.84,Randyshire,Male,Mali,0
54.08,36,53012.94,111.02,Philipberg,Male,Mayotte,1
76.65,31,61117.5,238.43,West Dennis,Female,Pakistan,0
54.39,20,52563.22,171.9,Richardshire,Male,Guadeloupe,1
37.74,40,65773.49,190.95,Lake James,Female,Denmark,1
69.86,25,50506.44,241.36,Austinborough,Female,New Zealand,0
85.37,36,66262.59,194.56,Alexandrafort,Male,Netherlands Antilles,0
36.37,,47338.94,144.53,North Jessicaville,Male,Kiribati,1
80.99,26,35521.88,207.53,Melissastad,Male,Belarus,0
78.84,32,62430.55,235.29,Gonzalezburgh,Male,Taiwan,0
77.36,41,49597.08,115.79,Port Jennifer,Female,El Salvador,1
55.46,37,42078.89,108.1,Chrismouth,Female,Taiwan,1
35.66,45,46197.59,151.72,Port Beth,Female,Peru,1
50.78,51,49957,122.04,West David,Female,Liberia,1
40.47,38,24078.93,203.9,Fraziershire,Female,Burundi,1
45.62,43,53647.81,121.28,Robertfurt,Female,Macao,1
84.76,30,61039.13,178.69,South Pamela,Female,Venezuela,0
80.64,26,46974.15,221.59,North Laurenview,Female,Luxembourg,0
75.94,27,53042.51,236.96,Campbellstad,Male,Italy,0
37.01,50,48826.14,216.01,Port Derekberg,Female,San Marino,1
87.18,31,58287.86,193.6,West Andrew,Female,Madagascar,0
56.91,50,21773.22,,West Randy,Female,Norfolk Island,1
75.24,24,52252.91,226.49,South Christopher,Female,Vanuatu,0
42.84,52,27073.27,182.2,Lake Michellebury,Male,Tunisia,1
67.56,47,50628.31,109.98,Zacharyton,Female,Paraguay,1
34.96,42,36913.51,160.49,West James,Male,Macedonia,1
87.46,37,61009.1,211.56,Millerview,Male,Heard Island and McDonald Islands,0
41.86,39,53041.77,128.62,Hawkinsbury,Male,Ethiopia,1
34.04,34,40182.84,174.88,Elizabethport,Male,El Salvador,1
54.96,42,59419.78,113.75,West Amanda,Male,Niger,1
87.14,31,58235.21,199.4,Wadestad,Male,Timor-Leste,0
78.79,32,68324.48,215.29,Mauriceshire,Male,Uruguay,0
65.56,25,,181.25,West Arielstad,Male,Somalia,0
81.05,34,54045.39,245.5,Adamsstad,Female,Malaysia,0
55.71,37,57806.03,112.52,Lake James,Male,Korea,1
45.48,49,53336.76,129.16,Blairborough,Male,Lao People's Democratic Republic,1
47,56,50491.45,149.53,New Marcusbury,Female,Bahamas,1
45.01,26,29875.8,,Ronniemouth,Female,Brazil,1
59.64,51,71455.62,153.12,Evansville,Male,Guyana,1
35.98,45,43241.88,150.79,Huffmanchester,Female,Ethiopia,1
72.55,22,58953.01,202.34,New Cynthia,Female,Bosnia and Herzegovina,0
91.15,38,36834.04,184.98,Joshuamouth,Female,Cyprus,0
80.53,29,66345.1,187.64,West Benjamin,Female,Singapore,0
82.49,45,38645.4,130.84,Williamsfort,Female,Dominican Republic,1
80.94,36,60803,239.94,North Tiffany,Female,Bermuda,0
61.76,34,33553.9,114.69,Edwardsport,Female,Jamaica,1
63.3,38,63071.34,116.19,Lake Evantown,Female,Saint Barthelemy,1
36.73,34,46737.34,149.79,South Henry,Male,Albania,1
78.41,33,55368.67,248.23,Harmonhaven,Male,Mozambique,0
83.98,36,68305.91,194.62,West Gregburgh,Female,Zimbabwe,0
63.18,45,39211.49,107.92,Hansenland,Female,Georgia,1
50.6,48,65956.71,135.67,Port Michaelmouth,Female,Brazil,1
32.6,38,40159.2,190.05,Tylerport,Female,Syrian Arab Republic,1
60.83,19,40478.83,185.46,West Lacey,Male,Palestinian Territory,0
44.72,46,40468.53,,North Jenniferburgh,Male,Grenada,1
78.76,51,66980.27,162.05,South Davidhaven,Female,Ghana,1
79.51,39,,125.11,North Charlesbury,Male,Brunei Darussalam,1
39.3,32,48335.2,145.73,Jonathanland,Female,Lithuania,1
64.79,30,42251.59,116.07,North Virginia,Female,Maldives,1
89.8,36,57330.43,198.24,West Tanner,Female,Lesotho,0
72.82,34,75769.82,191.82,Jonesmouth,Male,Czech Republic,0
38.65,31,51812.71,154.77,Port Jason,Male,Iceland,1
59.01,30,75265.96,178.75,West Annefort,Male,Philippines,1
78.96,50,69868.48,193.15,East Jason,Female,Cayman Islands,1
63.99,43,72802.42,138.46,North Cassie,Female,Haiti,1
41.35,,39193.45,162.46,Hintonport,Male,Colombia,1
62.79,36,18368.57,231.87,New James,Male,Luxembourg,1
45.53,29,56129.89,141.58,North Destiny,Female,United Arab Emirates,1
51.65,31,58996.56,249.99,Mclaughlinbury,Female,Ireland,0
,44,51257.26,107.19,Josephberg,Female,Armenia,1
54.55,44,41547.62,109.04,West Gabriellamouth,Female,Canada,1
35.66,36,59240.24,172.57,Alvarezland,Female,Svalbard & Jan Mayen Islands,1
69.95,28,56725.47,247.01,New Julie,Female,Malta,0
79.83,29,,234.23,North Frankstad,Male,Sudan,0
85.35,37,64235.51,161.42,Claytonside,Male,Ecuador,0
56.78,28,39939.39,124.32,Melanieton,Female,Senegal,1
78.67,26,63319.99,195.56,Lake Michaelport,Female,Cambodia,0
70.09,,54725.87,211.17,East Benjaminville,Female,Belarus,0
60.75,42,69775.75,247.05,Garrettborough,Male,Guyana,0
65.07,24,57545.56,233.85,Port Raymondfort,Female,Mali,0
35.25,50,47051.02,194.44,Waltertown,Female,Iran,1
37.58,52,51600.47,176.7,Cameronberg,Male,Bulgaria,1
68.01,25,68357.96,188.32,Kaylashire,Male,Afghanistan,0
45.08,38,35349.26,125.27,Fosterside,Female,Liberia,1
63.04,27,69784.85,159.05,Davidstad,Female,Netherlands Antilles,1
40.18,29,50760.23,151.96,Lake Tracy,Female,Hong Kong,1
45.17,48,34418.09,132.07,Taylormouth,Male,Palau,1
50.48,50,20592.99,162.43,Dianaville,Female,Malawi,1
80.87,28,63528.8,203.3,Collinsburgh,Female,Uruguay,0
41.88,40,44217.68,126.11,Port Rachel,Male,Cyprus,1
39.87,48,47929.83,139.34,South Rebecca,Male,Mexico,1
61.84,45,46024.29,105.63,Port Joshuafort,Male,Niger,1
54.97,31,51900.03,116.38,Robinsontown,Male,France,1
71.4,30,,166.31,Beckton,Female,Japan,0
70.29,31,56974.51,254.65,New Frankshire,Male,Norfolk Island,0
67.26,57,25682.65,168.41,North Derekville,Male,Bulgaria,1
76.58,46,41884.64,258.26,West Sydney,Female,Uzbekistan,0
54.37,38,72196.29,140.77,Lake Matthew,Female,Mexico,1
82.79,32,54429.17,234.81,Lake Zacharyfurt,Male,Brunei Darussalam,0
66.47,31,58037.66,256.39,Lindsaymouth,Male,France,0
72.88,,64011.26,125.12,Sarahland,Female,Yemen,1
76.44,28,59967.19,232.68,Port Julie,Male,Northern Mariana Islands,0
63.37,43,43155.19,105.04,Michaelshire,Male,Poland,1
89.71,48,51501.38,204.4,Sarafurt,Male,Bahrain,0
70.96,31,55187.85,256.4,South Denise,Female,Saint Pierre and Miquelon,0
35.79,44,33813.08,165.62,North Katie,Male,Tonga,1
38.96,38,,140.67,Mauricefurt,Male,Comoros,1
69.17,40,66193.81,123.62,New Patrick,Female,Montenegro,1
64.2,27,66200.96,227.63,Edwardsmouth,Male,Isle of Man,0
43.7,28,63126.96,173.01,Nicholasland,Female,Mayotte,1
72.97,30,71384.57,208.58,Duffystad,Male,Lebanon,1
51.3,45,67782.17,134.42,New Darlene,Male,Bosnia and Herzegovina,1
51.63,51,42415.72,120.37,South Jessica,Male,Mongolia,1
55.55,19,41920.79,187.95,West Steven,Female,Guatemala,0
45.01,26,29875.8,178.35,Ronniemouth,Female,Brazil,1
